"REF_DATE","GEO","DGUID","Products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013-05","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","2.80","","","","2"
"2013-06","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.15","","","","2"
"2013-07","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.21","","","","2"
"2013-08","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.21","","","","2"
"2013-09","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.06","","","","2"
"2013-10","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.13","","","","2"
"2013-11","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.15","","","","2"
"2013-12","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.12","","","","2"
"2014-01","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.00","","","","2"
"2014-02","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.37","","","","2"
"2014-03","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.46","","","","2"
"2014-04","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.33","","","","2"
"2014-05","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.49","","","","2"
"2014-06","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.54","","","","2"
"2014-07","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.29","","","","2"
"2014-08","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.25","","","","2"
"2014-09","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.08","","","","2"
"2014-10","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.11","","","","2"
"2014-11","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.15","","","","2"
"2014-12","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.35","","","","2"
"2015-01","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.18","","","","2"
"2015-02","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.26","","","","2"
"2015-03","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.28","","","","2"
"2015-04","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.36","","","","2"
"2015-05","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.47","","","","2"
"2015-06","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.56","","","","2"
"2015-07","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.60","","","","2"
"2015-08","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.59","","","","2"
"2015-09","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.47","","","","2"
"2015-10","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.55","","","","2"
"2015-11","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.57","","","","2"
"2015-12","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.61","","","","2"
"2016-01","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.51","","","","2"
"2016-02","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.54","","","","2"
"2016-03","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.47","","","","2"
"2016-04","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.30","","","","2"
"2016-05","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.24","","","","2"
"2016-06","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.45","","","","2"
"2016-07","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.43","","","","2"
"2016-08","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.43","","","","2"
"2016-09","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.40","","","","2"
"2016-10","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.40","","","","2"
"2016-11","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.62","","","","2"
"2016-12","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.55","","","","2"
"2017-01","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.36","","","","2"
"2017-02","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.37","","","","2"
"2017-03","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.32","","","","2"
"2017-04","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.45","","","","2"
"2017-05","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.77","","","","2"
"2017-06","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","4.21","","","","2"
"2017-07","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","4.10","","","","2"
"2017-08","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.84","","","","2"
"2017-09","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.52","","","","2"
"2017-10","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.47","","","","2"
"2017-11","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.70","","","","2"
"2017-12","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.86","","","","2"
"2018-01","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.72","","","","2"
"2018-02","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.71","","","","2"
"2018-03","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.54","","","","2"
"2018-04","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.48","","","","2"
"2018-05","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.45","","","","2"
"2018-06","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.91","","","","2"
"2018-07","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.86","","","","2"
"2018-08","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.93","","","","2"
"2018-09","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.54","","","","2"
"2018-10","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.68","","","","2"
"2018-11","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.87","","","","2"
"2018-12","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","4.03","","","","2"
"2019-01","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.59","","","","2"
"2019-02","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.55","","","","2"
"2019-03","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.70","","","","2"
"2019-04","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.65","","","","2"
"2019-05","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.86","","","","2"
"2019-06","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.89","","","","2"
"2019-07","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.64","","","","2"
"2019-08","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.79","","","","2"
"2019-09","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.44","","","","2"
"2019-10","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.69","","","","2"
"2019-11","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.85","","","","2"
"2019-12","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.73","","","","2"
"2020-01","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.64","","","","2"
"2020-02","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.44","","","","2"
"2020-03","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.47","","","","2"
"2020-04","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.58","","","","2"
"2020-05","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.85","","","","2"
"2020-06","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","4.06","","","","2"
"2020-07","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","4.38","","","","2"
"2020-08","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.99","","","","2"
"2020-09","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.90","","","","2"
"2020-10","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.96","","","","2"
"2020-11","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","4.06","","","","2"
"2020-12","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.86","","","","2"
"2021-01","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.59","","","","2"
"2021-02","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.77","","","","2"
"2021-03","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.61","","","","2"
"2021-04","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.66","","","","2"
"2021-05","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.90","","","","2"
"2021-06","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","4.04","","","","2"
"2021-07","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.97","","","","2"
"2021-08","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.88","","","","2"
"2021-09","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.90","","","","2"
"2021-10","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","4.02","","","","2"
"2021-11","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","4.12","","","","2"
"2021-12","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","4.11","","","","2"
"2022-01","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","3.96","","","","2"
"2022-02","Canada","2016A000011124","Oranges, 1 kilogram","Dollars","81","units","0","v735184","1.27","4.12","","","","2"
"2012-01","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.11","","","","2"
"2012-02","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.10","","","","2"
"2012-03","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.09","","","","2"
"2012-04","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.09","","","","2"
"2012-05","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.09","","","","2"
"2012-06","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.13","","","","2"
"2012-07","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.19","","","","2"
"2012-08","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.15","","","","2"
"2012-09","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.09","","","","2"
"2012-10","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.16","","","","2"
"2012-11","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.12","","","","2"
"2012-12","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.15","","","","2"
"2013-01","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.10","","","","2"
"2013-02","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.10","","","","2"
"2013-03","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.11","","","","2"
"2013-04","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.15","","","","2"
"2013-05","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.15","","","","2"
"2013-06","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.10","","","","2"
"2013-07","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.14","","","","2"
"2013-08","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.15","","","","2"
"2013-09","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.08","","","","2"
"2013-10","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.13","","","","2"
"2013-11","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.03","","","","2"
"2013-12","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.10","","","","2"
"2014-01","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.01","","","","2"
"2014-02","Canada","2016A000011124","Apple juice, 1.36 litres","Dollars","81","units","0","v735185","1.28","2.10","","","","2"
